"name","college","rank","draft_year","draft_rd","draft_pk","recruit_year","nba_mean_vorp","top","highSchool","coll","draft","rookie","allstar","bad","good","great","highest"
"JT Terrell","University of Southern California",51,,,,2010,,1,1,0,,,,,,,"college"
"Casey Prather","University of Florida",52,,,,2010,,1,1,0,,,,,,,"college"
"Keala King","California State University, Long Beach",53,,,,2010,,1,1,0,,,,,,,"college"
"Mychal Parker","University of Maryland",55,,,,2010,,1,1,0,,,,,,,"college"
"Lorenzo Brown","North Carolina State University",56,2013,2,52,2010,,1,1,1,1,1,,,,,"other"
"Gary Franklin","Baylor University",57,,,,2010,,1,1,0,,,,,,,"college"
"James Johnson","San Diego State University",58,,,,2010,,1,1,0,,,,,,,"college"
"Tarik Black","University of Kansas",59,,,,2010,,1,1,0,,,,,,,"college"
"Trevor Releford","University of Alabama",60,,,,2010,,1,1,0,,,,,,,"college"
"Rion Brown","University of Miami",61,,,,2010,,1,1,0,,,,,,,"college"
"Damontre Harris","University of South Carolina",61,,,,2010,,1,1,0,,,,,,,"college"
"Jordan Sibert","University of Dayton",63,,,,2010,,1,1,0,,,,,,,"college"
"Gerard Coleman","Gonzaga University",64,,,,2010,,1,1,0,,,,,,,"college"
"James Bell","Villanova University",65,,,,2010,,1,1,0,,,,,,,"college"
"Carson Desrosiers","Providence College",66,,,,2010,,1,1,0,,,,,,,"college"
"J.J. Moore","Rutgers University",67,,,,2010,,1,1,0,,,,,,,"college"
"Noah Cottrill","",68,,,,2010,,1,0,,,,,,,,"highSchool"
"Gorgui Dieng","University of Louisville",69,2013,1,21,2010,2.5,1,1,1,1,1,,,,1,"great"
"Daniel Bejarano","Colorado State University",70,,,,2010,,1,1,0,,,,,,,"college"
"Allen Crabbe","University of California",71,2013,2,31,2010,,1,1,1,1,1,,,,,"other"
"Mike Cobbins","Oklahoma State University",72,,,,2010,,1,1,0,,,,,,,"college"
"Bruce Ellington","University of South Carolina",73,,,,2010,,1,1,0,,,,,,,"college"
"Jamail Jones","",74,,,,2010,,1,0,,,,,,,,"highSchool"
"Shabazz Napier","University of Connecticut",75,2014,1,24,2010,0.8,1,1,1,1,1,,,1,,"good"
"Crandall Head","Southern Methodist University",76,,,,2010,,1,1,0,,,,,,,"college"
"Jason Morris","Georgia Institute of Technology",77,,,,2010,,1,1,0,,,,,,,"college"
"Jeremy Lamb","University of Connecticut",78,2012,1,12,2010,0.9,1,1,1,1,1,,,1,,"good"
"Juwan Staten","West Virginia University",79,,,,2010,,1,1,0,,,,,,,"college"
"Evan Smotrycz","University of Maryland",80,,,,2010,,1,1,0,,,,,,,"college"
"Rod Odom","Vanderbilt University",81,,,,2010,,1,1,0,,,,,,,"college"
"Bryce Dejean-Jones","Iowa State University",82,,,,2010,,1,1,0,,,,,,,"college"
"Kadeem Jack","Rutgers University",83,,,,2010,,1,1,0,,,,,,,"college"
"Terone Johnson","Purdue University",84,,,,2010,,1,1,0,,,,,,,"college"
"Matt Derenbecker","University of Dayton",85,,,,2010,,1,1,0,,,,,,,"college"
"Trae Golden","Georgia Institute of Technology",86,,,,2010,,1,1,0,,,,,,,"college"
"Justin Martin","Xavier University",87,,,,2010,,1,1,0,,,,,,,"college"
"Cody Larson","University of Florida",88,,,,2010,,1,1,0,,,,,,,"college"
"Jarell Eddie","Virginia Polytechnic Institute and State University",89,,,,2010,,1,1,0,,,,,,,"college"
"Keith Davis","Texas A&M University",90,,,,2010,,1,1,0,,,,,,,"college"
"Dwayne Polee","San Diego State University",90,,,,2010,,1,1,0,,,,,,,"college"
"Russell Byrd","Michigan State University",92,,,,2010,,1,1,0,,,,,,,"college"
"Melvin Tabb","Kent State University",93,,,,2010,,1,1,0,,,,,,,"college"
"Markel Starks","Georgetown University",94,,,,2010,,1,1,0,,,,,,,"college"
"Evan Anderson","University of Wisconsin",95,,,,2010,,1,1,0,,,,,,,"college"
"C.J. Fair","Syracuse University",96,,,,2010,,1,1,0,,,,,,,"college"
"Demarco Cox","University of Mississippi",97,,,,2010,,1,1,0,,,,,,,"college"
"Alex Kirk","University of New Mexico",98,,,,2010,,1,1,0,,,,,,,"college"
"C.J. Aiken","Saint Joseph's University",98,,,,2010,,1,1,0,,,,,,,"college"
"Ralston Turner","North Carolina State University",100,,,,2010,,1,1,0,,,,,,,"college"
"Anthony Davis","University of Kentucky",1,2012,1,1,2011,3.78,1,1,1,1,1,,,,1,"great"
"Austin Rivers","Duke University",2,2012,1,10,2011,0.13,1,1,1,1,1,,,1,,"good"
"Michael Kidd-Gilchrist","University of Kentucky",3,2012,1,2,2011,0.44,1,1,1,1,1,,,1,,"good"
"Bradley Beal","University of Florida",4,2012,1,3,2011,1.47,1,1,1,1,1,,,1,,"good"
"Quincy Miller","Baylor University",5,2012,2,38,2011,,1,1,1,1,1,,,,,"other"
"James Michael McAdoo","University of North Carolina",6,,,,2011,,1,1,0,,,,,,,"college"
"Marquis Teague","University of Kentucky",7,2012,1,29,2011,,1,1,1,1,1,,,,,"other"
"Le'Bryan Nash","Oklahoma State University",8,,,,2011,,1,1,0,,,,,,,"college"
"Adonis Thomas","University of Memphis",9,,,,2011,,1,1,0,,,,,,,"college"
"Cody Zeller","Indiana University",10,2013,1,4,2011,1.55,1,1,1,1,1,,,1,,"good"
"P.J. Hairston","University of North Carolina",11,2014,1,26,2011,,1,1,1,1,1,,,,,"other"
"Khem Birch","University of Nevada, Las Vegas",11,,,,2011,,1,1,0,,,,,,,"college"
"Myck Kabongo","University of Texas at Austin",13,,,,2011,,1,1,0,,,,,,,"college"
"Josiah Turner","University of Arizona",14,,,,2011,,1,1,0,,,,,,,"college"
"Kentavious Caldwell-Pope","University of Georgia",15,2013,1,8,2011,1.3,1,1,1,1,1,,,1,,"good"
"Jabari Brown","University of Missouri",16,,,,2011,,1,1,0,,,,,,,"college"
"Tony Wroten","University of Washington",18,2012,1,25,2011,-1.2,1,1,1,1,1,,1,,,"bad"
"Kyle Wiltjer","Gonzaga University",19,,,,2011,,1,1,0,,,,,,,"college"
"B.J. Young","University of Arkansas",20,,,,2011,,1,1,0,,,,,,,"college"
"Dorian Finney-Smith","University of Florida",22,,,,2011,0.2,1,1,0,,,,,,,"college"
"Nick Johnson","University of Arizona",22,2014,2,42,2011,,1,1,1,1,0,,,,,"rookie"
"Chane Behanan","University of Louisville",24,,,,2011,,1,1,0,,,,,,,"college"
"Michael Carter-Williams","Syracuse University",25,2013,1,11,2011,0.77,1,1,1,1,1,,,1,,"good"
"Wayne Blackshear","University of Louisville",26,,,,2011,,1,1,0,,,,,,,"college"
"Rodney Hood","Duke University",27,2014,1,23,2011,0.67,1,1,1,1,1,,,1,,"good"
"Levi Randolph","University of Alabama",29,,,,2011,,1,1,0,,,,,,,"college"
"Jahii Carson","Arizona State University",30,,,,2011,,1,1,0,,,,,,,"college"
"Quinn Cook","Duke University",31,,,,2011,,1,1,0,,,,,,,"college"
"DeAndre Daniels","University of Connecticut",32,2014,2,37,2011,,1,1,1,0,,,,,,"draft"
"Shannon Scott","Ohio State University",32,,,,2011,,1,1,0,,,,,,,"college"
"Otto Porter","Georgetown University",34,2013,1,3,2011,3.17,1,1,1,1,1,,,,1,"great"
"Trevor Lacey","North Carolina State University",36,,,,2011,,1,1,0,,,,,,,"college"
"Adjehi Baru","College of Charleston",37,,,,2011,,1,1,0,,,,,,,"college"
"Maurice Harkless","St. John's University",38,2012,1,15,2011,1,1,1,1,1,1,,,1,,"good"
"Johnny O'Bryant","Louisiana State University",39,2014,2,36,2011,,1,1,1,1,1,,,,,"other"
"Jakarr Sampson","St. John's University",40,,,,2011,,1,1,0,,,,,,,"college"
"Ben McLemore","University of Kansas",41,2013,1,7,2011,0.1,1,1,1,1,1,,,1,,"good"
"Rashad Madden","University of Arkansas",42,,,,2011,,1,1,0,,,,,,,"college"
"Nick Faust","California State University, Long Beach",43,,,,2011,,1,1,0,,,,,,,"college"
"LaQuinton Ross","Ohio State University",44,,,,2011,,1,1,0,,,,,,,"college"
"Dai-Jon Parker","Vanderbilt University",45,,,,2011,,1,1,0,,,,,,,"college"
"Sam Thompson","Ohio State University",46,,,,2011,,1,1,0,,,,,,,"college"
"D'Angelo Harrison","St. John's University",47,,,,2011,,1,1,0,,,,,,,"college"
"Sheldon McClellan","University of Miami",48,,,,2011,,1,1,0,,,,,,,"college"
"Alex Murphy","University of Florida",49,,,,2011,,1,1,0,,,,,,,"college"
"Amir Williams","Ohio State University",50,,,,2011,,1,1,0,,,,,,,"college"
"Norvel Pelle","",51,,,,2011,,1,0,,,,,,,,"highSchool"
"Jamal Branch","St. John's University",52,,,,2011,,1,1,0,,,,,,,"college"
"Dez Wells","University of Maryland",54,,,,2011,,1,1,0,,,,,,,"college"
"Michael Chandler","University of Oregon",55,,,,2011,,1,1,0,,,,,,,"college"
"Deuce Bello","University of Missouri",56,,,,2011,,1,1,0,,,,,,,"college"
"Tyrone Johnson","University of South Carolina",56,,,,2011,,1,1,0,,,,,,,"college"
"Zach Price","University of Louisville",58,,,,2011,,1,1,0,,,,,,,"college"
"Chris Jones","University of Louisville",59,,,,2011,,1,1,0,,,,,,,"college"
"Angelo Chol","San Diego State University",59,,,,2011,,1,1,0,,,,,,,"college"
"Marshall Plumlee","Duke University",61,,,,2011,,1,1,0,,,,,,,"college"
"Aaron Thomas","Florida State University",62,,,,2011,,1,1,0,,,,,,,"college"
"Chasson Randle","Stanford University",63,,,,2011,,1,1,0,,,,,,,"college"
"Ryan Boatright","University of Connecticut",64,,,,2011,,1,1,0,,,,,,,"college"
"Mike Shaw","Bradley University",65,,,,2011,,1,1,0,,,,,,,"college"
"Myke Henry","DePaul University",66,,,,2011,,1,1,0,,,,,,,"college"
"Antwan Space","Texas A&M University",67,,,,2011,,1,1,0,,,,,,,"college"
"Julien Lewis","California State University, Fresno",68,,,,2011,,1,1,0,,,,,,,"college"
"Tracy Abrams","University of Illinois at Urbana-Champaign",69,,,,2011,,1,1,0,,,,,,,"college"
"Jonathan Holmes","University of Texas at Austin",70,,,,2011,,1,1,0,,,,,,,"college"
"Hunter Mickelson","University of Kansas",71,,,,2011,,1,1,0,,,,,,,"college"
"Julian Royal","George Mason University",72,,,,2011,,1,1,0,,,,,,,"college"
"Amir Garrett","St. John's University",73,,,,2011,,1,1,0,,,,,,,"college"
"Malcolm Gilbert","Fairfield University",74,,,,2011,,1,1,0,,,,,,,"college"
"Kevin Ware","Georgia State University",74,,,,2011,,1,1,0,,,,,,,"college"
"Erik Copes","George Mason University",76,,,,2011,,1,1,0,,,,,,,"college"
"Gary Bell","Gonzaga University",77,,,,2011,,1,1,0,,,,,,,"college"
"Nnanna Egwu","University of Illinois at Urbana-Champaign",78,,,,2011,,1,1,0,,,,,,,"college"
"Trevor Cooney","Syracuse University",79,,,,2011,,1,1,0,,,,,,,"college"
"Tyler Adams","Georgetown University",80,,,,2011,,1,1,0,,,,,,,"college"
"Juan Anderson","Marquette University",81,,,,2011,,1,1,0,,,,,,,"college"
"Myles Mack","Rutgers University",81,,,,2011,,1,1,0,,,,,,,"college"
"Cezar Guerrero","California State University, Fresno",83,,,,2011,,1,1,0,,,,,,,"college"
"Joseph Uchebo","University of Pittsburgh",83,,,,2011,,1,1,0,,,,,,,"college"
"Jabarie Hinds","University of Massachusetts Amherst",85,,,,2011,,1,1,0,,,,,,,"college"
"D.J. Gardner","Mississippi State University",86,,,,2011,,1,1,0,,,,,,,"college"
"Robert Brown","University of Alabama at Birmingham",86,,,,2011,,1,1,0,,,,,,,"college"
"Derrick Gordon","Seton Hall University",86,,,,2011,,1,1,0,,,,,,,"college"
"Sidiki Johnson","Providence College",89,,,,2011,,1,1,0,,,,,,,"college"
"Rodney Cooper","University of Alabama",90,,,,2011,,1,1,0,,,,,,,"college"
"Naadir Tharpe","University of Kansas",91,,,,2011,,1,1,0,,,,,,,"college"
"Deville Smith","University of Tennessee at Martin",92,,,,2011,,1,1,0,,,,,,,"college"
"Shaquille Thomas","University of Cincinnati",93,,,,2011,,1,1,0,,,,,,,"college"
"Kedren Johnson","University of Memphis",95,,,,2011,,1,1,0,,,,,,,"college"
"Bernard Sullivan","University of North Carolina at Charlotte",96,,,,2011,,1,1,0,,,,,,,"college"
"Carlton Brundidge","University of Detroit Mercy",97,,,,2011,,1,1,0,,,,,,,"college"
"Mikael Hopkins","Georgetown University",98,,,,2011,,1,1,0,,,,,,,"college"
"Damien Leonard","University of South Carolina",99,,,,2011,,1,1,0,,,,,,,"college"
"C.J. Barksdale","Virginia Polytechnic Institute and State University",100,,,,2011,,1,1,0,,,,,,,"college"
"Shabazz Muhammad","University of California, Los Angeles",1,2013,1,14,2012,-0.9,1,1,1,1,1,,1,,,"bad"
"Nerlens Noel","University of Kentucky",1,2013,1,6,2012,1.45,1,1,1,1,1,,,1,,"good"
"Kyle Anderson","University of California, Los Angeles",3,2014,1,30,2012,3,1,1,1,1,1,,,,1,"great"
"Isaiah Austin","Baylor University",3,,,,2012,,1,1,0,,,,,,,"college"
"Steven Adams","University of Pittsburgh",5,2013,1,12,2012,2,1,1,1,1,1,,,,1,"great"
"Anthony Bennett","University of Nevada, Las Vegas",6,2013,1,1,2012,,1,1,1,1,1,,,,,"other"
"Kaleb Tarczewski","University of Arizona",7,,,,2012,,1,1,0,,,,,,,"college"
"Alex Poythress","University of Kentucky",8,,,,2012,,1,1,0,,,,,,,"college"
"Marcus Smart","Oklahoma State University",9,2014,1,6,2012,1.02,1,1,1,1,1,,,1,,"good"
"Archie Goodwin","University of Kentucky",10,2013,1,29,2012,,1,1,1,1,1,,,,,"other"
"Grant Jerrett","University of Arizona",11,2013,2,40,2012,,1,1,1,1,0,,,,,"rookie"
"Rasheed Sulaimon","University of Maryland",12,,,,2012,,1,1,0,,,,,,,"college"
"Ricky Ledo","",13,2013,2,43,2012,,1,1,1,1,1,,,,,"other"
"Cameron Ridley","University of Texas at Austin",14,,,,2012,,1,1,0,,,,,,,"college"
"Brandon Ashley","University of Arizona",15,,,,2012,,1,1,0,,,,,,,"college"
"Gary Harris","Michigan State University",16,2014,1,19,2012,1.53,1,1,1,1,1,,,1,,"good"
"Rodney Purvis","University of Connecticut",17,,,,2012,,1,1,0,,,,,,,"college"
"Dajuan Coleman","Syracuse University",18,,,,2012,,1,1,0,,,,,,,"college"
"Amile Jefferson","Duke University",21,,,,2012,,1,1,0,,,,,,,"college"
"Devonta Pollard","University of Houston",22,,,,2012,,1,1,0,,,,,,,"college"
"Glenn Robinson","University of Michigan",23,2014,2,40,2012,,1,1,1,1,1,,,,,"other"
"Tony Parker","University of California, Los Angeles",24,,,,2012,,1,1,0,,,,,,,"college"
"Yogi Ferrell","Indiana University",25,,,,2012,0.6,1,1,0,,,,,,,"college"
"Mitch McGary","University of Michigan",26,2014,1,21,2012,,1,1,1,1,1,,,,,"other"
"T.J. Warren","North Carolina State University",27,2014,1,14,2012,0.5,1,1,1,1,1,,,1,,"good"
"Danuel House","Texas A&M University",29,,,,2012,,1,1,0,,,,,,,"college"
"Robert Carter","University of Maryland",30,,,,2012,,1,1,0,,,,,,,"college"
"Perry Ellis","University of Kansas",31,,,,2012,,1,1,0,,,,,,,"college"
"Rico Gathers","Baylor University",32,,,,2012,,1,1,0,,,,,,,"college"
"Winston Shepard","San Diego State University",33,,,,2012,,1,1,0,,,,,,,"college"
"Shaquille Cleare","University of Texas at Austin",34,,,,2012,,1,1,0,,,,,,,"college"
"Shaq Goodwin","University of Memphis",35,,,,2012,,1,1,0,,,,,,,"college"
"Katin Reinhardt","University of Southern California",36,,,,2012,,1,1,0,,,,,,,"college"
"D'Vauntes Smith-Rivera","Georgetown University",37,,,,2012,,1,1,0,,,,,,,"college"
"Omar Calhoun","University of Connecticut",39,,,,2012,,1,1,0,,,,,,,"college"
"Jerami Grant","Syracuse University",41,2014,2,39,2012,0.33,1,1,1,1,1,,,1,,"good"
"Adam Woodbury","University of Iowa",42,,,,2012,,1,1,0,,,,,,,"college"
"Tyler Lewis","Butler University",43,,,,2012,,1,1,0,,,,,,,"college"
"Jeremy Hollowell","Georgia State University",44,,,,2012,,1,1,0,,,,,,,"college"
"Daniel Ochefu","Villanova University",44,,,,2012,,1,1,0,,,,,,,"college"
"Cameron Biedscheid","Jacksonville State University",46,,,,2012,,1,1,0,,,,,,,"college"
"Gabe York","University of Arizona",47,,,,2012,,1,1,0,,,,,,,"college"
"Semaj Christon","Xavier University",49,2014,2,55,2012,,1,1,1,1,0,,,,,"rookie"
"Josh Scott","University of Colorado",50,,,,2012,,1,1,0,,,,,,,"college"
"Hanner Mosquera-Perea","East Tennessee State University",50,,,,2012,,1,1,0,,,,,,,"college"
"Andrew White","Syracuse University",52,,,,2012,,1,1,0,,,,,,,"college"
"Robert Upshaw","University of Washington",53,,,,2012,,1,1,0,,,,,,,"college"
"Braxton Ogbueze","University of North Carolina at Charlotte",54,,,,2012,,1,1,0,,,,,,,"college"
"Ryan Arcidiacono","Villanova University",55,,,,2012,,1,1,0,,,,,,,"college"
"Dominic Artis","University of Texas at El Paso",56,,,,2012,,1,1,0,,,,,,,"college"
"Joel James","University of North Carolina",58,,,,2012,,1,1,0,,,,,,,"college"
"Jordan Adams","University of California, Los Angeles",59,2014,1,22,2012,,1,1,1,1,1,,,,,"other"
"Montay Brandon","Florida State University",60,,,,2012,,1,1,0,,,,,,,"college"
"Elijah Macon","West Virginia University",61,,,,2012,,1,1,0,,,,,,,"college"
"Prince Ibeh","University of Texas at Austin",62,,,,2012,,1,1,0,,,,,,,"college"
"James Robinson","University of Pittsburgh",63,,,,2012,,1,1,0,,,,,,,"college"
"Danrad Knowles","University of Houston",64,,,,2012,,1,1,0,,,,,,,"college"
"J'Mychal Reese","Texas A&M University",65,,,,2012,,1,1,0,,,,,,,"college"
"L.J. Rose","University of Houston",66,,,,2012,,1,1,0,,,,,,,"college"
"Xavier Johnson","University of Colorado",67,,,,2012,,1,1,0,,,,,,,"college"
"Chris Obekpa","St. John's University",69,,,,2012,,1,1,0,,,,,,,"college"
"Jordan Price","La Salle University",70,,,,2012,,1,1,0,,,,,,,"college"
"Torian Graham","Arizona State University",72,,,,2012,,1,1,0,,,,,,,"college"
"Rosco Allen","Stanford University",73,,,,2012,,1,1,0,,,,,,,"college"
"Evan Nolte","University of Virginia",74,,,,2012,,1,1,0,,,,,,,"college"
"Codi Miller-McIntyre","Wake Forest University",75,,,,2012,,1,1,0,,,,,,,"college"
"Nik Stauskas","University of Michigan",78,2014,1,8,2012,-0.45,1,1,1,1,1,,,1,,"good"
"JaKarr Sampson","St. John's University",79,,,,2012,,1,1,0,,,,,,,"college"
"Javan Felix","University of Texas at Austin",80,,,,2012,,1,1,0,,,,,,,"college"
"Alex Caruso","Texas A&M University",81,,,,2012,,1,1,0,,,,,,,"college"
"Steve Taylor","University of Toledo",82,,,,2012,,1,1,0,,,,,,,"college"
"Savon Goodman","Arizona State University",82,,,,2012,,1,1,0,,,,,,,"college"
"Melvin Johnson","Virginia Commonwealth University",84,,,,2012,,1,1,0,,,,,,,"college"
"Michael Frazier","University of Florida",86,,,,2012,,1,1,0,,,,,,,"college"
"Matt Costello","Michigan State University",86,,,,2012,,1,1,0,,,,,,,"college"
"Mike Gesell","University of Iowa",88,,,,2012,,1,1,0,,,,,,,"college"
"Arnaud William Adala Moto","Towson University",90,,,,2012,,1,1,0,,,,,,,"college"
"Marcus Georges-Hunt","Georgia Institute of Technology",91,,,,2012,,1,1,0,,,,,,,"college"
"Ronnie Johnson","University of Houston",92,,,,2012,,1,1,0,,,,,,,"college"
"Mike Tobey","University of Virginia",92,,,,2012,,1,1,0,,,,,,,"college"
"Anthony January","",94,,,,2012,,1,0,,,,,,,,"highSchool"
"Kellen Dunham","Butler University",96,,,,2012,,1,1,0,,,,,,,"college"
"Grant Verhoeven","Stanford University",97,,,,2012,,1,1,0,,,,,,,"college"
"Jordan Loveridge","University of Utah",98,,,,2012,,1,1,0,,,,,,,"college"
"Kenny Kaminski","Ohio University",98,,,,2012,,1,1,0,,,,,,,"college"
"Aaron Thomas","Florida State University",100,,,,2012,,1,1,0,,,,,,,"college"
"Andrew Wiggins","University of Kansas",1,2014,1,1,2013,-0.32,1,1,1,1,1,,,1,,"good"
"Julius Randle","University of Kentucky",2,2014,1,7,2013,0.6,1,1,1,1,1,,,1,,"good"
"Jabari Parker","Duke University",3,2014,1,2,2013,0.4,1,1,1,1,1,,,1,,"good"
"Aaron Gordon","University of Arizona",4,2014,1,4,2013,1.2,1,1,1,1,1,,,1,,"good"
"Aaron Harrison","University of Kentucky",6,,,,2013,,1,1,0,,,,,,,"college"
"Chris Walker","University of Florida",7,,,,2013,,1,1,0,,,,,,,"college"
"Noah Vonleh","Indiana University",8,2014,1,9,2013,,1,1,1,1,1,,,,,"other"
"James Young","University of Kentucky",9,2014,1,17,2013,,1,1,1,1,1,,,,,"other"
"Kasey Hill","University of Florida",11,,,,2013,,1,1,0,,,,,,,"college"
"Wayne Selden","University of Kansas",13,,,,2013,,1,1,0,,,,,,,"college"
"Isaiah Hicks","University of North Carolina",14,,,,2013,,1,1,0,,,,,,,"college"
"Joel Embiid","University of Kansas",16,2014,1,3,2013,2.2,1,1,1,1,1,,,,1,"great"
"Marcus Lee","University of Kentucky",18,,,,2013,,1,1,0,,,,,,,"college"
"Isaac Hamilton","University of California, Los Angeles",19,,,,2013,,1,1,0,,,,,,,"college"
"Austin Nichols","University of Virginia",20,,,,2013,,1,1,0,,,,,,,"college"
"Robert Hubbs","University of Tennessee",22,,,,2013,,1,1,0,,,,,,,"college"
"Tyler Ennis","Syracuse University",23,2014,1,18,2013,,1,1,1,1,1,,,,,"other"
"Anthony 'Cat' Barber","North Carolina State University",24,,,,2013,,1,1,0,,,,,,,"college"
"Jermaine Lawrence","Manhattan College",25,,,,2013,,1,1,0,,,,,,,"college"
"Rysheed Jordan","St. John's University",26,,,,2013,,1,1,0,,,,,,,"college"
"Keith Frazier","Southern Methodist University",27,,,,2013,,1,1,0,,,,,,,"college"
"Zak Irvin","University of Michigan",29,,,,2013,,1,1,0,,,,,,,"college"
"Kuran Iverson","University of Rhode Island",30,,,,2013,,1,1,0,,,,,,,"college"
"JaJuan Johnson","Marquette University",30,,,,2013,,1,1,0,,,,,,,"college"
"Matt Jones","Duke University",34,,,,2013,,1,1,0,,,,,,,"college"
"Brannen Greene","University of Kansas",36,,,,2013,,1,1,0,,,,,,,"college"
"Tyler Roberson","Syracuse University",37,,,,2013,,1,1,0,,,,,,,"college"
"Eric Mika","Brigham Young University",39,,,,2013,,1,1,0,,,,,,,"college"
"Conner Frankamp","Wichita State University",40,,,,2013,,1,1,0,,,,,,,"college"
"Nick King","University of Alabama",40,,,,2013,,1,1,0,,,,,,,"college"
"Johnathan Williams","Gonzaga University",42,,,,2013,,1,1,0,,,,,,,"college"
"Xavier Rathan-Mayes","Florida State University",43,,,,2013,,1,1,0,,,,,,,"college"
"Derrick Walton","University of Michigan",44,,,,2013,,1,1,0,,,,,,,"college"
"Christian Wood","University of Nevada, Las Vegas",45,,,,2013,,1,1,0,,,,,,,"college"
"Roddy Peters","University of South Florida",46,,,,2013,,1,1,0,,,,,,,"college"
"Moses Kingsley","University of Arkansas",47,,,,2013,,1,1,0,,,,,,,"college"
"Brandon Austin","",48,,,,2013,,1,0,,,,,,,,"highSchool"
"Zach LaVine","University of California, Los Angeles",49,2014,1,13,2013,0,1,1,1,1,1,,,1,,"good"
"Anton Gill","University of Louisville",50,,,,2013,,1,1,0,,,,,,,"college"
"Troy Williams","Indiana University",51,,,,2013,,1,1,0,,,,,,,"college"
"Matt Thomas","Iowa State University",52,,,,2013,,1,1,0,,,,,,,"college"
"Deonte Burton","Iowa State University",54,,,,2013,,1,1,0,,,,,,,"college"
"Devin Williams","West Virginia University",55,,,,2013,,1,1,0,,,,,,,"college"
"Kennedy Meeks","University of North Carolina",56,,,,2013,,1,1,0,,,,,,,"college"
"Kendrick Nunn","University of Illinois at Urbana-Champaign",57,,,,2013,,1,1,0,,,,,,,"college"
"Ish Wainright","Baylor University",58,,,,2013,,1,1,0,,,,,,,"college"
"Duane Wilson","Marquette University",59,,,,2013,,1,1,0,,,,,,,"college"
"John Egbunu","University of Florida",60,,,,2013,,1,1,0,,,,,,,"college"
"Stanford Robinson","University of Rhode Island",61,,,,2013,,1,1,0,,,,,,,"college"
"Allerik Freeman","Baylor University",62,,,,2013,,1,1,0,,,,,,,"college"
"Kendall Stephens","Purdue University",63,,,,2013,,1,1,0,,,,,,,"college"
"Karviar Shepherd","Texas Christian University",64,,,,2013,,1,1,0,,,,,,,"college"
"Beejay Anya","North Carolina State University",64,,,,2013,,1,1,0,,,,,,,"college"
"Marc Loving","Ohio State University",66,,,,2013,,1,1,0,,,,,,,"college"
"Jimmie Taylor","University of Alabama",67,,,,2013,,1,1,0,,,,,,,"college"
"Detrick Mostella","University of Tennessee",68,,,,2013,,1,1,0,,,,,,,"college"
"Nick Emery","Brigham Young University",69,,,,2013,,1,1,0,,,,,,,"college"
"Malcolm Hill","University of Illinois at Urbana-Champaign",70,,,,2013,,1,1,0,,,,,,,"college"
"Luke Fischer","Marquette University",71,,,,2013,,1,1,0,,,,,,,"college"
"Stevie Clark","Oklahoma State University",72,,,,2013,,1,1,0,,,,,,,"college"
"Tim Quarterman","Louisiana State University",74,,,,2013,,1,1,0,,,,,,,"college"
"Reggie Cameron","Georgetown University",75,,,,2013,,1,1,0,,,,,,,"college"
"Kam Williams","Ohio State University",76,,,,2013,,1,1,0,,,,,,,"college"
"V.J. Beachem","University of Notre Dame",77,,,,2013,,1,1,0,,,,,,,"college"
"Kris Jenkins","Villanova University",78,,,,2013,,1,1,0,,,,,,,"college"
"Bronson Koenig","University of Wisconsin",79,,,,2013,,1,1,0,,,,,,,"college"
"Mamadou Ndiaye","University of California, Irvine",80,,,,2013,,1,1,0,,,,,,,"college"
"Markel Crawford","University of Memphis",81,,,,2013,,1,1,0,,,,,,,"college"
"Dominic Woodson","University of Tennessee",83,,,,2013,,1,1,0,,,,,,,"college"
"Bryson Scott","Indiana University-Purdue University Fort Wayne",84,,,,2013,,1,1,0,,,,,,,"college"
"Michael Young","University of Pittsburgh",85,,,,2013,,1,1,0,,,,,,,"college"
"Aquille Carr","",85,,,,2013,,1,0,,,,,,,,"highSchool"
"Wes Clark","University of Missouri",87,,,,2013,,1,1,0,,,,,,,"college"
"Akoy Agau","Georgetown University",88,,,,2013,,1,1,0,,,,,,,"college"
"Kentan Facey","University of Connecticut",90,,,,2013,,1,1,0,,,,,,,"college"
"Zena Edosomwan","Harvard University",91,,,,2013,,1,1,0,,,,,,,"college"
"Dakarai Allen","San Diego State University",92,,,,2013,,1,1,0,,,,,,,"college"
"Nate Britt","University of North Carolina",93,,,,2013,,1,1,0,,,,,,,"college"
"Anthony January","",95,,,,2013,,1,0,,,,,,,,"highSchool"
"Marcus Allen","Stanford University",96,,,,2013,,1,1,0,,,,,,,"college"
"Pookie Powell","La Salle University",97,,,,2013,,1,1,0,,,,,,,"college"
"Brandon Randolph","Utah Valley State College",98,,,,2013,,1,1,0,,,,,,,"college"
"Kyle Washington","University of Cincinnati",99,,,,2013,,1,1,0,,,,,,,"college"
"Tre'Shaun Fletcher","University of Colorado",100,,,,2013,,1,1,0,,,,,,,"college"
"Melvin Ely","California State University, Fresno",,2002,,,,-0.6,0,1,1,1,1,,1,,,"bad"
"Horace Jenkins","William Paterson University",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Eugene Jeter","University of Portland",,2010,,,,,0,1,1,1,0,,,,,"rookie"
"Quincy Acy","Baylor University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Armon Johnson","University of Nevada, Reno",,2010,,,,,0,1,1,1,1,,,,,"other"
